"Gene.name"	"Wormbase.ID"	"Transcript.name"	"Chromosome"	"Strand"	"Relative.loc.chromosome"	"GermlineExpression"	"Total.value.of.PATC.algorithm"	"PATC.density"	"Bin.size"	"Bases.with.PATC.55"	"Frequency.of.PATCs.55"	"stoekius_oocyte_rpkm"	"spermatogenic_gonad_fem.3_RPKM_Ortiz_2014"	"Gene.expression__Ortiz_2014"
"C29F7.10"	"WBGene00206389"	"C29F7.10"	"X"	"-"	0.757982192164747	NA	3624	5	702	0	0	NA	0.434642	"Oogenic"
"F14F7.7"	"WBGene00206390"	"F14F7.7"	"III"	"+"	0.945413315238663	NA	4567	9	530	0	0	NA	NA	NA
"F47D2.11"	"WBGene00206392"	"F47D2.11"	"V"	"-"	0.205240922224909	NA	6378	9	685	0	0	NA	NA	NA
"W04G5.16"	"WBGene00206393"	"W04G5.16"	"I"	"-"	0.772861602843973	NA	2234	10	220	0	0	NA	NA	NA
"C08H9.18"	"WBGene00206395"	"C08H9.18"	"II"	"-"	0.645449850488445	NA	2262	18	123	0	0	NA	NA	NA
"R13D11.11"	"WBGene00206411"	"R13D11.11"	"V"	"+"	0.0386943956704636	NA	1164	3	368	0	0	NA	NA	NA
"T24H7.8"	"WBGene00206412"	"T24H7.8"	"II"	"+"	0.408543589446223	NA	1108	5	240	0	0	NA	NA	NA
"ZK1240.11.1"	"WBGene00206413"	"ZK1240.11.1"	"II"	"+"	0.152213686631188	NA	5552	8	670	0	0	NA	NA	NA
"F31D5.7"	"WBGene00206414"	"F31D5.7"	"II"	"+"	0.275689765993096	NA	19832	10	1911	63	0.032967032967033	NA	NA	NA
"F59H6.14"	"WBGene00206415"	"F59H6.14"	"II"	"+"	0.133134920492079	NA	20901	24	886	182	0.205417607223476	NA	3.66667	"Spermatogenic"
"W04H10.5"	"WBGene00206416"	"W04H10.5"	"II"	"+"	0.0396966940043081	NA	3500	11	324	0	0	NA	NA	NA
"W04H10.6"	"WBGene00206417"	"W04H10.6"	"II"	"-"	0.0397955851861141	NA	3460	8	459	0	0	NA	NA	NA
"M04C3.5b"	"WBGene00206418"	"M04C3.5b"	"V"	"+"	0.929567323546251	NA	10638	11	998	52	0.0521042084168337	NA	NA	NA
"R106.5"	"WBGene00206419"	"R106.5"	"X"	"+"	0.986592314597565	NA	2871	19	150	0	0	NA	NA	NA
"T26G10.8"	"WBGene00206421"	"T26G10.8"	"III"	"+"	0.683333465130554	NA	1950	7	296	0	0	NA	NA	NA
"T26G10.9"	"WBGene00206422"	"T26G10.9"	"III"	"-"	0.683274627949141	NA	1950	7	296	0	0	NA	NA	NA
"Y80D4G.1.1"	"WBGene00206459"	"Y80D4G.1.1"	"III"	"+"	0.551540572879716	NA	30296	22	1373	220	0.160233066278223	NA	NA	NA
"F56H9.9"	"WBGene00206460"	"F56H9.9"	"V"	"-"	0.603335973022599	NA	3780	12	306	42	0.137254901960784	NA	NA	NA
"Y47D3A.34"	"WBGene00206461"	"Y47D3A.34"	"III"	"-"	0.8149886232397	NA	34590	14	2395	323	0.134864300626305	NA	NA	NA
"B0391.14"	"WBGene00206462"	"B0391.14"	"V"	"-"	0.745522691928668	NA	3901	7	561	0	0	NA	NA	NA
"F44E2.11"	"WBGene00206463"	"F44E2.11"	"III"	"+"	0.642238305674901	NA	4800	11	443	0	0	NA	5.96156	"Gender Neutral"
"F59C6.18"	"WBGene00206464"	"F59C6.18"	"I"	"-"	0.697712890963729	NA	596	2	327	0	0	NA	NA	NA
"F57A8.10"	"WBGene00206465"	"F57A8.10"	"V"	"-"	0.480286515409445	NA	370	2	245	0	0	NA	NA	NA
"T08D10.5"	"WBGene00206466"	"T08D10.5"	"X"	"+"	0.674869808818156	NA	5913	7	814	0	0	NA	NA	NA
"ZC262.11"	"WBGene00206468"	"ZC262.11"	"III"	"-"	0.605011636485466	NA	19792	27	735	114	0.155102040816327	NA	NA	NA
"F58D2.5"	"WBGene00206469"	"F58D2.5"	"IV"	"-"	0.754048384718977	NA	29340	7	4093	0	0	NA	NA	NA
"Y22F5A.11"	"WBGene00206471"	"Y22F5A.11"	"V"	"-"	0.491083712718969	NA	804	5	176	0	0	NA	NA	NA
"B0273.115"	"WBGene00206473"	"B0273.115"	"IV"	"-"	0.313873795153708	NA	3850	7	574	0	0	NA	NA	NA
"T22A3.12"	"WBGene00206474"	"T22A3.12"	"I"	"+"	0.702938855131162	NA	8657	9	1014	0	0	NA	23.0504	"Spermatogenic"
"F27D9.12"	"WBGene00206475"	"F27D9.12"	"X"	"-"	0.432118802578619	NA	6135	11	549	0	0	NA	NA	NA
"ZC262.12"	"WBGene00206477"	"ZC262.12"	"III"	"-"	0.605606174958562	NA	19792	27	735	114	0.155102040816327	NA	NA	NA
"M6.11"	"WBGene00206478"	"M6.11"	"X"	"-"	0.0361863027713506	NA	10863	15	708	64	0.0903954802259887	NA	NA	NA
"C44C11.6"	"WBGene00206479"	"C44C11.6"	"II"	"+"	0.807953390380434	NA	1824	4	453	0	0	NA	221.309	"Spermatogenic"
"Y51B9A.14"	"WBGene00206481"	"Y51B9A.14"	"II"	"-"	0.615085872691118	NA	2205	7	300	0	0	NA	NA	NA
"B0416.10"	"WBGene00206482"	"B0416.10"	"X"	"-"	0.523406222561144	NA	4512	9	503	0	0	NA	NA	NA
"B0416.11"	"WBGene00206483"	"B0416.11"	"X"	"-"	0.523877751843197	NA	28529	34	843	259	0.30723606168446	NA	NA	NA
"C31H2.14"	"WBGene00206484"	"C31H2.14"	"X"	"+"	0.290574375151744	NA	1052	4	270	0	0	NA	31.1715	"Spermatogenic"
"C10A4.13"	"WBGene00206485"	"C10A4.13"	"X"	"-"	0.417510283627544	NA	230	1	165	0	0	NA	NA	NA
"Y54F10BM.20"	"WBGene00206486"	"Y54F10BM.20"	"III"	"+"	0.167515477044394	NA	11958	8	1446	0	0	NA	NA	NA
"best-19"	"WBGene00206487"	"T21D12.15"	"IV"	"+"	0.0163156962377991	NA	39072	12	3383	257	0.0759680756724801	NA	2.87701	"Gender Neutral"
"ZK757.10"	"WBGene00206488"	"ZK757.10"	"III"	"+"	0.71672157048698	NA	68026	18	3694	340	0.092041147807255	NA	NA	NA
"Y57G11C.1142"	"WBGene00206490"	"Y57G11C.1142"	"IV"	"+"	0.846164896204256	NA	1212	8	144	0	0	NA	NA	NA
"F11D11.21"	"WBGene00206492"	"F11D11.21"	"V"	"-"	0.896112870372937	NA	270	1	258	0	0	NA	NA	NA
"Y38H8A.12"	"WBGene00206493"	"Y38H8A.12"	"IV"	"-"	0.769439983665097	NA	90	1	99	0	0	NA	NA	NA
"F20E11.18a"	"WBGene00206495"	"F20E11.18a"	"V"	"-"	0.833300755393999	NA	36353	40	915	305	0.333333333333333	NA	NA	NA
"Y51A2B.16"	"WBGene00206496"	"Y51A2B.16"	"V"	"-"	0.879250967062986	NA	14085	25	566	103	0.181978798586572	NA	NA	NA
"Y52B11A.18"	"WBGene00206497"	"Y52B11A.18"	"I"	"+"	0.733788550674695	NA	42053	14	2912	144	0.0494505494505494	NA	NA	NA
"C29A12.22"	"WBGene00206498"	"C29A12.22"	"V"	"+"	0.516732483662442	NA	2443	9	282	0	0	NA	NA	NA
"C06H5.11"	"WBGene00206499"	"C06H5.11"	"V"	"-"	0.85518146947694	NA	270	2	177	0	0	NA	NA	NA
"F55C9.15"	"WBGene00206500"	"F55C9.15"	"V"	"-"	0.922703948255081	NA	1364	4	366	0	0	NA	NA	NA
"F14D7.18"	"WBGene00206501"	"F14D7.18"	"V"	"-"	0.682955532785514	NA	6481	9	731	0	0	NA	17.1375	"Spermatogenic"
"T01B7.13"	"WBGene00206502"	"T01B7.13"	"II"	"+"	0.570412124909707	NA	2602	9	301	0	0	NA	NA	NA
"T26E4.18"	"WBGene00206503"	"T26E4.18"	"V"	"-"	0.755287877469989	NA	70	1	138	0	0	NA	NA	NA
"K10G4.15"	"WBGene00206504"	"K10G4.15"	"V"	"+"	0.826329801215627	NA	2820	8	360	0	0	NA	NA	NA
"B0250.18a"	"WBGene00206505"	"B0250.18a"	"V"	"-"	0.977675278075413	NA	8601	21	402	0	0	NA	NA	NA
"F59A1.18"	"WBGene00206506"	"F59A1.18"	"V"	"-"	0.845270758519569	NA	25894	38	684	222	0.324561403508772	NA	NA	NA
"Y51A2A.16"	"WBGene00206507"	"Y51A2A.16"	"V"	"-"	0.873649648397213	NA	4536	18	252	0	0	NA	NA	NA
"ZK262.19"	"WBGene00206508"	"ZK262.19"	"V"	"-"	0.88057914336428	NA	7989	19	424	70	0.165094339622642	NA	137.321	"Spermatogenic"
"Y113G7A.22"	"WBGene00206510"	"Y113G7A.22"	"V"	"-"	0.962282703551585	NA	45088	61	742	368	0.495956873315364	NA	NA	NA
"W02H5.16"	"WBGene00206511"	"W02H5.16"	"V"	"-"	0.125672666742496	NA	5451	10	556	0	0	NA	NA	NA
"Y39A3B.7"	"WBGene00206512"	"Y39A3B.7"	"III"	"-"	0.14396279371706	NA	139960	119	1178	793	0.673174872665535	NA	NA	NA
"B0244.15"	"WBGene00206513"	"B0244.15"	"III"	"+"	0.416698412868845	NA	22903	10	2265	42	0.0185430463576159	NA	NA	NA
"R05G9.5"	"WBGene00206514"	"R05G9.5"	"II"	"-"	0.425388501305121	NA	8846	8	1143	41	0.0358705161854768	NA	NA	NA
"T28C6.11"	"WBGene00206515"	"T28C6.11"	"IV"	"-"	0.5053188755875	NA	3757	6	599	0	0	NA	37.2565	"Spermatogenic"
"F53E4.2"	"WBGene00206516"	"F53E4.2"	"V"	"+"	0.748169366732651	NA	44595	55	814	406	0.498771498771499	NA	0.229675	"Oogenic"
"T27F7.12"	"WBGene00206517"	"T27F7.12"	"II"	"+"	0.326606453215734	NA	1156	6	191	0	0	NA	NA	NA
"F36H5.12"	"WBGene00206518"	"F36H5.12"	"II"	"+"	0.114095521027924	NA	11194	12	958	51	0.0532359081419624	NA	NA	NA
"F36H5.13"	"WBGene00206519"	"F36H5.13"	"II"	"-"	0.114478192596434	NA	4933	5	1019	0	0	NA	NA	NA
"ZK897.10b"	"WBGene00206520"	"ZK897.10b"	"IV"	"+"	0.729725607812904	NA	1254	3	383	0	0	NA	NA	NA
"T02G5.15"	"WBGene00206521"	"T02G5.15"	"II"	"+"	0.463866922706037	NA	3552	12	293	31	0.10580204778157	NA	NA	NA
"F14D2.19"	"WBGene00206522"	"F14D2.19"	"II"	"-"	0.218354674565221	NA	12402	9	1426	0	0	NA	NA	NA
"C54E10.10"	"WBGene00206523"	"C54E10.10"	"V"	"-"	0.898632204463926	NA	17046	39	437	178	0.407322654462243	NA	NA	NA
"C54E10.11"	"WBGene00206524"	"C54E10.11"	"V"	"-"	0.898568307097339	NA	29246	40	723	307	0.424619640387275	NA	NA	NA
"R74.10"	"WBGene00206525"	"R74.10"	"III"	"-"	0.303969456610698	NA	5676	6	888	0	0	NA	NA	NA
"T27A8.7"	"WBGene00206527"	"T27A8.7"	"X"	"+"	0.906146145746174	NA	12147	18	663	90	0.135746606334842	NA	NA	NA
"Y53H1A.7"	"WBGene00206528"	"Y53H1A.7"	"I"	"+"	0.744019147803202	NA	17045	20	836	132	0.157894736842105	NA	NA	NA
"C04A2.15"	"WBGene00206529"	"C04A2.15"	"II"	"+"	0.448502269817685	NA	19001	17	1130	52	0.0460176991150442	NA	NA	NA
"Y52B11A.19"	"WBGene00206530"	"Y52B11A.19"	"I"	"+"	0.734083327218417	NA	7691	4	1902	0	0	NA	NA	NA
"F11A6.15"	"WBGene00206532"	"F11A6.15"	"I"	"-"	0.775335622634009	NA	1104	13	87	0	0	NA	NA	NA
"C30A5.16"	"WBGene00206533"	"C30A5.16"	"III"	"+"	0.596263722901977	NA	8231	8	969	0	0	NA	NA	NA
"C31A11.13"	"WBGene00206534"	"C31A11.13"	"V"	"-"	0.779117867462429	NA	1176	7	171	0	0	NA	NA	NA
"M162.15"	"WBGene00206535"	"M162.15"	"V"	"-"	0.944917483026814	NA	1090	5	202	0	0	NA	NA	NA
"Y71H9A.10"	"WBGene00206537"	"Y71H9A.10"	"X"	"-"	0.656254306831638	NA	9987	12	863	32	0.0370799536500579	NA	NA	NA
"C09G5.13"	"WBGene00206538"	"C09G5.13"	"II"	"+"	0.701497883983955	NA	32618	16	1984	236	0.118951612903226	NA	NA	NA
"R03D7.15"	"WBGene00219205"	"R03D7.15"	"II"	"+"	0.716190227365291	NA	17367	21	822	142	0.172749391727494	NA	NA	NA
"W05H12.4"	"WBGene00219206"	"W05H12.4"	"I"	"+"	0.88984423484621	NA	390	1	344	0	0	NA	NA	NA
"C01F6.14"	"WBGene00219207"	"C01F6.14"	"IV"	"-"	0.520412598065295	NA	2568	11	225	0	0	NA	NA	NA
"B0365.9"	"WBGene00219208"	"B0365.9"	"V"	"-"	0.627634177301094	NA	27214	19	1461	244	0.167008898015058	NA	NA	NA
"F29F11.20"	"WBGene00219209"	"F29F11.20"	"V"	"+"	0.510807687565295	NA	10386	16	663	32	0.0482654600301659	NA	NA	NA
"Y37H2A.18"	"WBGene00219210"	"Y37H2A.18"	"V"	"-"	0.86657601397044	NA	40277	26	1566	335	0.213920817369093	NA	5.87506	"Gender Neutral"
"K10G4.16"	"WBGene00219212"	"K10G4.16"	"V"	"-"	0.826136149660345	NA	2820	8	360	0	0	NA	NA	NA
"T10B9.14"	"WBGene00219214"	"T10B9.14"	"II"	"-"	0.640228972027147	NA	3072	14	219	0	0	NA	NA	NA
"K08D10.14.1"	"WBGene00219216"	"K08D10.14.1"	"IV"	"+"	0.237581063585336	NA	3236	4	846	0	0	NA	NA	NA
"C08F8.15"	"WBGene00219217"	"C08F8.15"	"IV"	"-"	0.637950016545834	NA	8840	8	1101	0	0	NA	NA	NA
"Y73B6BL.288"	"WBGene00219218"	"Y73B6BL.288"	"IV"	"-"	0.362518434357624	NA	8076	12	702	60	0.0854700854700855	NA	0.937747	"Oogenic"
"B0511.17"	"WBGene00219234"	"B0511.17"	"I"	"+"	0.706148489354805	NA	4373	6	677	0	0	NA	NA	NA
"K03B4.8"	"WBGene00219235"	"K03B4.8"	"V"	"-"	0.223383831528882	NA	11602	13	892	32	0.0358744394618834	NA	NA	NA
"K03B4.9"	"WBGene00219236"	"K03B4.9"	"V"	"-"	0.223273193979406	NA	50963	33	1524	318	0.208661417322835	NA	NA	NA
"M151.9"	"WBGene00219238"	"M151.9"	"II"	"+"	0.237579519538077	NA	6530	4	1566	0	0	NA	NA	NA
"K05F6.14"	"WBGene00219239"	"K05F6.14"	"II"	"+"	0.102262971875701	NA	3372	5	631	0	0	NA	NA	NA
"Y116A8A.150a"	"WBGene00219241"	"Y116A8A.150a"	"IV"	"-"	0.962785162699372	NA	1274	4	287	0	0	NA	NA	NA
"T23G4.127"	"WBGene00219243"	"T23G4.127"	"IV"	"-"	0.782983187957308	NA	1010	7	155	0	0	NA	NA	NA
"Y51H4A.938a"	"WBGene00219244"	"Y51H4A.938a"	"IV"	"+"	0.94213130813157	NA	1771	4	503	0	0	NA	NA	NA
"F36H5.14"	"WBGene00219271"	"F36H5.14"	"II"	"+"	0.116231400391415	NA	1882	6	306	0	0	NA	NA	NA
"C17C3.24.1"	"WBGene00219272"	"C17C3.24.1"	"II"	"-"	0.36267166144581	NA	3255	6	572	0	0	NA	NA	NA
"T25G12.13"	"WBGene00219274"	"T25G12.13"	"X"	"+"	0.973199161665522	NA	12079	9	1400	69	0.0492857142857143	NA	NA	NA
"Y39G10AR.32a"	"WBGene00219275"	"Y39G10AR.32a"	"I"	"-"	0.15407667401297	NA	14006	29	476	114	0.239495798319328	NA	82.7228	"Gender Neutral"
"R09A8.9"	"WBGene00219278"	"R09A8.9"	"X"	"+"	0.711389314328135	NA	861	4	211	0	0	NA	NA	NA
"C05B5.16"	"WBGene00219280"	"C05B5.16"	"III"	"+"	0.726419403472235	NA	7807	10	748	0	0	NA	NA	NA
"K10D3.8"	"WBGene00219281"	"K10D3.8"	"I"	"-"	0.47251329811761	NA	13983	26	538	123	0.228624535315985	NA	NA	NA
"F43G9.21"	"WBGene00219282"	"F43G9.21"	"I"	"-"	0.571680028587287	NA	3397	8	410	0	0	NA	90.3497	"Spermatogenic"
"F55H12.7a"	"WBGene00219283"	"F55H12.7a"	"I"	"-"	0.588148005823081	NA	27475	20	1368	72	0.0526315789473684	NA	NA	NA
"C41G7.15"	"WBGene00219284"	"C41G7.15"	"I"	"+"	0.632549195438507	NA	5327	10	509	0	0	NA	NA	NA
"K07A1.20"	"WBGene00219285"	"K07A1.20"	"I"	"-"	0.636972767636601	NA	5824	10	571	41	0.0718038528896672	NA	NA	NA
"C04F12.16"	"WBGene00219286"	"C04F12.16"	"I"	"+"	0.643898822180943	NA	1991	7	302	0	0	NA	997.502	"Spermatogenic"
"F36D1.23"	"WBGene00219287"	"F36D1.23"	"I"	"+"	0.747920906470713	NA	13963	16	884	20	0.0226244343891403	NA	NA	NA
"Y87G2A.25"	"WBGene00219288"	"Y87G2A.25"	"I"	"-"	0.897510282678962	NA	11045	19	579	0	0	NA	NA	NA
"T05C12.15"	"WBGene00219289"	"T05C12.15"	"II"	"+"	0.534687407330422	NA	1970	9	229	0	0	NA	NA	NA
"AH6.17"	"WBGene00219290"	"AH6.17"	"II"	"+"	0.623279638672172	NA	3358	13	254	31	0.122047244094488	NA	NA	NA
"F35H8.12"	"WBGene00219291"	"F35H8.12"	"II"	"+"	0.625162072568064	NA	3429	12	281	0	0	NA	NA	NA
"B0334.20"	"WBGene00219293"	"B0334.20"	"II"	"-"	0.75264982226748	NA	22088	27	817	143	0.175030599755202	NA	NA	NA
"F43G6.16"	"WBGene00219294"	"F43G6.16"	"II"	"-"	0.771125456913583	NA	3242	13	241	0	0	NA	NA	NA
"C34C12.12"	"WBGene00219295"	"C34C12.12"	"III"	"+"	0.250556141952427	NA	15674	25	633	94	0.148499210110585	NA	NA	NA
"C54C6.11"	"WBGene00219296"	"C54C6.11"	"III"	"+"	0.257451192163903	NA	5602	9	600	0	0	NA	75.0429	"Spermatogenic"
"T23F11.11"	"WBGene00219297"	"T23F11.11"	"III"	"-"	0.338858345386733	NA	18196	11	1651	31	0.0187764990914597	NA	NA	NA
"F55H2.8"	"WBGene00219298"	"F55H2.8"	"III"	"+"	0.690246471201957	NA	35672	54	659	361	0.547799696509863	NA	NA	NA
"C01G12.16"	"WBGene00219299"	"C01G12.16"	"III"	"+"	0.3019146895693	NA	6338	11	574	31	0.054006968641115	NA	NA	NA
"W10G6.6"	"WBGene00219300"	"W10G6.6"	"X"	"-"	0.917049703080466	NA	82163	31	2635	669	0.253889943074004	NA	NA	NA
"C44C10.15"	"WBGene00219301"	"C44C10.15"	"X"	"-"	0.660308301703341	NA	8585	11	786	64	0.0814249363867685	NA	NA	NA
"Y43F8B.28"	"WBGene00219302"	"Y43F8B.28"	"V"	"+"	0.931247771716741	NA	300	1	555	0	0	NA	NA	NA
"Y13C8A.4"	"WBGene00219303"	"Y13C8A.4"	"X"	"-"	0.953082921090887	NA	6366	13	502	50	0.099601593625498	NA	NA	NA
"W02G9.10"	"WBGene00219305"	"W02G9.10"	"V"	"+"	0.126839235754997	NA	44490	24	1849	211	0.114115738236885	NA	20.8654	"Gender Neutral"
"W06G6.20.1"	"WBGene00219308"	"W06G6.20.1"	"V"	"-"	0.795643939212911	NA	4257	15	284	0	0	NA	NA	NA
"F26F2.13"	"WBGene00219309"	"F26F2.13"	"V"	"+"	0.982811488909004	NA	1638	6	284	0	0	NA	NA	NA
"C17E4.19"	"WBGene00219310"	"C17E4.19"	"I"	"+"	0.624384654794309	NA	10909	15	752	0	0	NA	NA	NA
"C17E4.20"	"WBGene00219313"	"C17E4.20"	"I"	"+"	0.624688686644772	NA	13949	7	1929	79	0.0409538621047175	NA	0.131234	"Oogenic"
"C05B5.17"	"WBGene00219314"	"C05B5.17"	"III"	"-"	0.725412279239957	NA	6262	8	794	0	0	NA	NA	NA
"F07E5.12"	"WBGene00219315"	"F07E5.12"	"II"	"+"	0.135388801709175	NA	4102	7	615	0	0	NA	NA	NA
"F21A3.11"	"WBGene00219316"	"F21A3.11"	"V"	"-"	0.742299626556453	NA	14602	6	2350	31	0.0131914893617021	NA	0.512893	"Gender Neutral"
"F31E3.12"	"WBGene00219317"	"F31E3.12"	"III"	"+"	0.505650146864424	NA	1588	3	477	0	0	NA	NA	NA
"R08A2.9"	"WBGene00219318"	"R08A2.9"	"V"	"+"	0.702940258590779	NA	2237	6	382	0	0	NA	72.7946	"Spermatogenic"
"H25P06.5"	"WBGene00219319"	"H25P06.5"	"I"	"-"	0.750167590715607	NA	25117	21	1198	123	0.102671118530885	NA	NA	NA
"T07H3.10"	"WBGene00219321"	"T07H3.10"	"II"	"-"	0.103525977849553	NA	14783	12	1247	43	0.0344827586206897	NA	NA	NA
"C33C12.12"	"WBGene00219322"	"C33C12.12"	"II"	"-"	0.141974391568895	NA	2928	7	450	0	0	NA	31.3759	"Spermatogenic"
"F47B8.18"	"WBGene00219324"	"F47B8.18"	"V"	"-"	0.684623292286723	NA	350	1	642	0	0	NA	NA	NA
"F17C11.22"	"WBGene00219325"	"F17C11.22"	"V"	"-"	0.5242320607068	NA	26178	12	2181	62	0.0284273269142595	NA	2.38746	"Spermatogenic"
"F36D3.16"	"WBGene00219326"	"F36D3.16"	"V"	"+"	0.789974756477912	NA	6111	5	1242	0	0	NA	112.43	"Spermatogenic"
"ZK822.9a"	"WBGene00219327"	"ZK822.9a"	"IV"	"+"	0.681156566695605	NA	540	3	180	0	0	NA	NA	NA
"K02D10.8"	"WBGene00219329"	"K02D10.8"	"III"	"+"	0.637468249868088	NA	17689	26	686	82	0.119533527696793	NA	NA	NA
"F18E2.15"	"WBGene00219330"	"F18E2.15"	"V"	"-"	0.609852261832961	NA	2712	4	622	0	0	NA	NA	NA
"Y116A8C.467"	"WBGene00219332"	"Y116A8C.467"	"IV"	"-"	0.975289143388792	NA	124941	28	4518	401	0.0887560867640549	NA	35.067	"Spermatogenic"
"T16G1.18"	"WBGene00219337"	"T16G1.18"	"V"	"+"	0.618981484579085	NA	8474	12	687	21	0.0305676855895196	NA	NA	NA
"Y57G11C.1143a"	"WBGene00219342"	"Y57G11C.1143a"	"IV"	"+"	0.839800994967997	NA	40761	51	797	203	0.254705144291092	NA	NA	NA
"Y7A5A.20"	"WBGene00219351"	"Y7A5A.20"	"X"	"+"	0.893348993410555	NA	19889	17	1147	93	0.0810810810810811	NA	NA	NA
"ZK470.14"	"WBGene00219362"	"ZK470.14"	"X"	"+"	0.235263764619806	NA	35626	16	2257	248	0.109880372175454	NA	NA	NA
"F14H12.17"	"WBGene00219368"	"F14H12.17"	"X"	"-"	0.246235779766083	NA	2544	7	365	0	0	NA	NA	NA
"R160.10"	"WBGene00219369"	"R160.10"	"X"	"-"	0.246478401475664	NA	2215	6	345	0	0	NA	NA	NA
"ZK262.20"	"WBGene00219370"	"ZK262.20"	"V"	"-"	0.881027882574132	NA	10651	19	551	50	0.0907441016333938	NA	NA	NA
"C03G5.14"	"WBGene00219371"	"C03G5.14"	"X"	"+"	0.480977222003436	NA	14448	15	988	84	0.0850202429149798	NA	NA	NA
"F01E11.17"	"WBGene00219372"	"F01E11.17"	"X"	"+"	0.394039243426611	NA	56920	26	2184	376	0.172161172161172	NA	NA	NA
"F01E11.18"	"WBGene00219373"	"F01E11.18"	"X"	"+"	0.394507781559418	NA	8400	11	766	0	0	NA	NA	NA
"C25A11.10"	"WBGene00219374"	"C25A11.10"	"X"	"+"	0.514855486292579	NA	4712	4	1181	0	0	NA	4.24031	"Gender Neutral"
"C02B8.12"	"WBGene00219375"	"C02B8.12"	"X"	"-"	0.458369071923143	NA	53480	19	2811	426	0.151547491995731	NA	NA	NA
"C28G1.10"	"WBGene00219376"	"C28G1.10"	"X"	"+"	0.499347929464412	NA	12035	11	1108	0	0	NA	NA	NA
"F43G6.17a"	"WBGene00219378"	"F43G6.17a"	"II"	"+"	0.772505712094719	NA	2824	3	1024	0	0	NA	NA	NA
"C47A10.16"	"WBGene00219381"	"C47A10.16"	"V"	"-"	0.849017930451755	NA	3228	9	347	0	0	NA	NA	NA
"Y61B8A.6"	"WBGene00219383"	"Y61B8A.6"	"V"	"+"	0.821309700069489	NA	941	5	205	0	0	NA	NA	NA
"Y48A6C.8"	"WBGene00219394"	"Y48A6C.8"	"III"	"-"	0.807271013271303	NA	39056	53	731	249	0.3406292749658	NA	NA	NA
"M199.134"	"WBGene00219395"	"M199.134"	"IV"	"-"	0.863908867521227	NA	834	3	287	0	0	NA	NA	NA
"Y55F3AM.21"	"WBGene00219399"	"Y55F3AM.21"	"IV"	"-"	0.0600447163396876	NA	490	2	313	0	0	NA	2.95194	"Gender Neutral"
"C04C3.14"	"WBGene00219410"	"C04C3.14"	"IV"	"+"	0.194137972881752	NA	30309	47	643	281	0.43701399688958	NA	NA	NA
"T14G12.11"	"WBGene00219411"	"T14G12.11"	"X"	"-"	0.212299442032148	NA	12045	8	1599	0	0	NA	NA	NA
"ZK381.62"	"WBGene00219412"	"ZK381.62"	"IV"	"-"	0.39849086212058	NA	1107	11	97	0	0	NA	NA	NA
"Y38F2AL.12"	"WBGene00219413"	"Y38F2AL.12"	"IV"	"+"	0.132498837161378	NA	850	8	103	0	0	NA	82.2901	"Spermatogenic"
"F14H3.15"	"WBGene00219414"	"F14H3.15"	"V"	"-"	0.767533446949892	NA	740	2	455	0	0	NA	NA	NA
"F44D12.19"	"WBGene00219418"	"F44D12.19"	"IV"	"+"	0.572868667002518	NA	250	1	168	0	0	NA	NA	NA
"Y80D3A.16"	"WBGene00219419"	"Y80D3A.16"	"V"	"-"	0.905567291047965	NA	2188	11	203	0	0	NA	NA	NA
"T19C4.24"	"WBGene00219420"	"T19C4.24"	"V"	"-"	0.532730912274698	NA	70	1	102	0	0	NA	NA	NA
"Y66D12A.30"	"WBGene00219421"	"Y66D12A.30"	"III"	"+"	0.842329122424214	NA	25031	20	1247	208	0.166800320769848	NA	NA	NA
"Y52B11A.20a"	"WBGene00219422"	"Y52B11A.20a"	"I"	"-"	0.730658863724333	NA	16963	6	2748	41	0.014919941775837	NA	NA	NA
"C23H5.15"	"WBGene00219423"	"C23H5.15"	"IV"	"-"	0.120128389273726	NA	58749	22	2620	428	0.163358778625954	NA	NA	NA
"Y54G2A.72"	"WBGene00219424"	"Y54G2A.72"	"IV"	"+"	0.158819204189089	NA	7367	32	229	80	0.349344978165939	NA	NA	NA
"Y54G2A.73a"	"WBGene00219425"	"Y54G2A.73a"	"IV"	"-"	0.171758652722626	NA	497689	60	8352	3015	0.360991379310345	NA	128.045	"Spermatogenic"
"F54D5.23"	"WBGene00219434"	"F54D5.23"	"II"	"-"	0.757158795480536	NA	1192	4	288	0	0	NA	NA	NA
"C49H3.16"	"WBGene00219436"	"C49H3.16"	"IV"	"+"	0.45279792662887	NA	15195	10	1498	0	0	NA	NA	NA
"C50A2.7"	"WBGene00219437"	"C50A2.7"	"IV"	"+"	0.0665426648448433	NA	58663	44	1321	483	0.365632096896291	NA	NA	NA
"Y57G11C.1144"	"WBGene00219443"	"Y57G11C.1144"	"IV"	"+"	0.853881188617998	NA	4086	14	284	0	0	NA	NA	NA
"C06H5.12"	"WBGene00219445"	"C06H5.12"	"V"	"+"	0.855225150997554	NA	240	1	201	0	0	NA	NA	NA
"C06H5.13"	"WBGene00219446"	"C06H5.13"	"V"	"-"	0.855357103599759	NA	200	1	201	0	0	NA	NA	NA
"C06H5.14"	"WBGene00219447"	"C06H5.14"	"V"	"+"	0.855671715689695	NA	200	1	201	0	0	NA	NA	NA
"Y38A10A.11"	"WBGene00219449"	"Y38A10A.11"	"V"	"-"	0.29163592073859	NA	4734	8	584	0	0	NA	NA	NA
